MOVIE NAME,YEAR,MALE SINGER COUNT,FEMALE SINGER COUNT,MALE SONG COUNT,FEMALE SONG COUNT
Chachi 420 (1997 film)_1997,1997,3,3,4,4
Aur Pyaar Ho Gaya_1997,1997,3,3,9,5
Aag Aur Daag_1970,1970,1,1,1,3
Nazrana (1987 film)_1987,1987,1,3,1,4
Aakhri Cheekh_1991,1991,0,1,0,1
Toh Baat Pakki!_2010,2010,5,1,11,2
Golmaal 3_2010,2010,4,3,6,8
Takkar (1980 film)_1980,1980,3,2,5,5
Udta Punjab_2016,2016,5,3,8,3
Taxi Chor_1980,1980,3,3,5,3
Yeh To Kamaal Ho Gaya_1982,1982,1,1,6,2
Mera Gaon Mera Desh_1971,1971,1,1,1,5
Pardes (film)_1997,1997,7,4,9,6
Param Dharam_1987,1987,2,3,4,9
Jallian Wala Bagh_1977,1977,0,0,0,0
Halaal Ki Kamai_1988,1988,1,2,2,4
Chaitali (film)_1975,1975,1,1,2,4
Awaaz De Kahan Hai_1990,1990,0,1,0,5
Aaj Ka Mahaatma_1976,1976,1,2,2,3
Swati (1986 film)_1986,1986,1,5,1,6
Aakhri Goli_1977,1977,2,2,2,3
Raajneeti_2010,2010,7,2,13,4
Aaghaaz_2000,2000,3,2,5,5
Do Chattane_1974,1974,2,1,9,4
Tumhare Liye_1978,1978,0,3,0,5
Humshakal_1992,1992,1,3,1,8
1942: A Love Story_1994,1994,2,2,5,3
Pandit Aur Pathan_1977,1977,3,1,17,7
Bazaar E Husn_2014,2014,1,3,4,6
Shaapit_2010,2010,4,3,8,4
Khoon Pasina_1977,1977,1,2,2,2
Krishan Avtaar_1993,1993,0,1,0,3
Ghulam Begam Badshah_1973,1973,2,2,4,5
Aakrosh (1980 film)_1980,1980,1,0,1,0
Nishchaiy_1992,1992,0,2,0,9
Main Azaad Hoon_1989,1989,1,0,6,0
Anari (1993 film)_1993,1993,2,2,7,4
Jaaydaad_1989,1989,0,3,0,4
Jangal Mein Mangal_1972,1972,2,2,4,5
Pukar (2000 film)_2000,2000,1,2,1,3
Ram Shastra_1995,1995,2,2,2,5
Sanam (1997 film)_1997,1997,3,4,5,7
Waqt Ki Deewar_1981,1981,3,1,6,4
Apne Apne_1987,1987,2,3,2,7
Kala Sona_1975,1975,2,1,2,4
Rowdy Rathore_2012,2012,4,2,5,5
Karmayogi (1978 film)_1978,1978,3,2,4,4
Bedardi_1993,1993,1,2,1,5
Shankar Hussain_1977,1977,1,1,2,4
Pyar Kiya Hai Pyar Karenge_1986,1986,0,2,0,4
Badrinath Ki Dulhania_2017,2017,7,6,9,6
Madhosh (1994 film)_1994,1994,2,2,7,5
Ek Bechara_1972,1972,2,2,3,3
Aarzoo_1999,1999,4,1,9,4
Gopi (1970 film)_1970,1970,2,1,4,2
I Don't Luv U_2013,2013,6,1,7,2
Maatr_2017,2017,1,0,2,0
Yeh Ishq Nahin Aasaan_1984,1984,2,3,3,10
Jurmana_1979,1979,2,2,2,4
The Don (1995 film)_1995,1995,3,2,4,3
Hasee Toh Phasee_2014,2014,3,3,6,4
Zamane Se Kya Darna_1994,1994,2,4,6,5
Dhartiputra_1993,1993,1,1,4,6
Khudai_1994,1994,2,0,7,0
Yavarum Nalam_2009,2009,3,3,7,4
Dhaai Akshar Prem Ke_2000,2000,4,1,9,8
Hukumat_1987,1987,0,2,0,7
Prem Shakti_1994,1994,1,2,10,8
Dariya Dil_1988,1988,1,2,1,3
Aaj Ke Angaare_1988,1988,0,1,0,3
Dear Zindagi_2016,2016,3,3,6,4
Stanley Ka Dabba_2011,2011,4,1,4,1
Kuch Kuch Hota Hai_1998,1998,3,2,7,10
Khaan Dost_1976,1976,3,0,5,0
Raampur Ka Lakshman_1972,1972,2,2,5,5
Baaghi (2000 film)_2000,2000,2,4,4,5
Itihaas (1987 film)_1987,1987,2,2,2,4
Cigarette Ki Tarah_2012,2012,2,3,3,3
Yaadon Ki Kasam_1985,1985,1,2,3,2
Bewakoofiyaan_2014,2014,4,3,5,3
Apradhi Kaun_2000,2000,0,1,0,1
Azaad Desh Ke Gulam_1990,1990,1,3,2,4
Housefull (2010 film)_2010,2010,4,3,6,9
Sagar Sangam_1988,1988,1,4,2,14
Jai Shiv Shankar_1990,1990,0,3,0,6
First Love Letter_1991,1991,1,3,5,5
Zara Si Zindagi_1983,1983,3,2,5,3
Apradhi (1974 film)_1974,1974,3,1,4,5
Love Games (film)_2016,2016,2,1,2,1
Daag: The Fire_1999,1999,3,3,5,8
Kangan (1971 film)_1971,1971,3,2,5,3
Doosra Aadmi_1977,1977,3,2,7,6
Mother (1999 film)_1999,1999,4,4,5,8
Murder 2_2011,2011,4,1,7,2
Talaash (2012 film)_2012,2012,4,2,6,2
Phandebaaz_1978,1978,2,2,6,4
Ustaad (film)_1989,1989,2,6,3,6
Hamrahi_1974,1974,3,1,5,4
Jaane Jigar_1998,1998,0,0,0,0
Sitam_1982,1982,0,1,0,2
Mazdoor_1983,1983,0,1,0,6
Main Krishna Hoon_2013,2013,2,2,2,2
Pratikar_1991,1991,2,5,2,6
Aankhon Aankhon Mein_1972,1972,1,3,4,6
Jamai Raja_1990,1990,1,4,2,8
Kajraare_2010,2010,0,2,0,6
Shaadi Ke Side Effects_2014,2014,8,3,14,3
Apradh_1972,1972,2,2,4,4
Kya Kehna_2000,2000,4,2,8,7
Majboor (1974 film)_1974,1974,2,2,4,2
36 Ghante_1974,1974,3,1,4,2
Aaj Ki Taaqat_1992,1992,2,3,2,3
Grand Masti_2013,2013,0,1,0,1
Desi Boyz_2011,2011,4,1,7,2
Shubh Kaamna_1983,1983,2,2,4,4
Haseena Maan Jaayegi_1999,1999,5,3,10,5
Dildaar_1977,1977,1,1,5,4
Hum Hain Khalnayak_1996,1996,5,3,6,5
3 A.M. (2014 film)_2014,2014,1,0,2,0
Jaanam Samjha Karo_1999,1999,3,2,5,4
Daraar_1987,1987,4,3,8,8
Laila (1984 film)_1984,1984,2,1,4,4
Hero Hiralal_1988,1988,1,2,2,4
Insaaf Ka Tarazu_1980,1980,1,2,3,4
Student Of The Year_2012,2012,4,4,6,4
Rascals (2011 film)_2011,2011,3,2,6,4
Kanoon Apna Apna_1988,1988,1,3,1,5
Gori Tere Pyaar Mein_2013,2013,4,6,7,14
Kaabil_2017,2017,3,1,6,1
Matru Ki Bijlee Ka Mandola_2013,2013,8,1,11,2
Prem Kaa Game_2010,2010,4,2,6,4
Do Ustad_1982,1982,0,3,0,9
Dillagi (1999 film)_1999,1999,11,6,16,9
Mr Bond_1992,1992,1,2,1,9
All The Best: Fun Begins_2009,2009,6,1,8,2
Anand (1971 film)_1971,1971,4,1,4,2
Vijaypath_1994,1994,2,3,5,5
Veeru Dada_1990,1990,1,3,2,3
Hum Aapke Dil Mein Rehte Hain_1999,1999,6,3,9,5
Daulat (1982 film)_1982,1982,0,0,0,0
Karle Pyaar Karle_2014,2014,5,2,6,3
Manzilein Aur Bhi Hain_1974,1974,0,1,0,2
Divya Shakti_1993,1993,1,3,5,7
Bezubaan_1982,1982,2,2,4,3
Aao Pyaar Karen_1983,1983,2,2,6,2
Khooni Raat_1991,1991,0,2,0,3
Trinetra (1991 film)_1991,1991,3,3,4,3
Bindiya Chamkegi_1984,1984,1,2,2,8
Raat (film)_1992,1992,2,1,2,1
Mela (2000 film)_2000,2000,10,5,17,9
Prem Rog (1982 film)_1982,1982,1,2,4,5
Jaan Pechaan_1991,1991,0,2,0,7
Dee Saturday Night_2014,2014,5,3,5,3
Samadhi (1972 film)_1972,1972,1,2,2,4
Ek Paheli_1971,1971,1,2,4,10
Gunaah (1993 film)_1993,1993,0,3,0,4
Mubarakan_2017,2017,1,1,1,1
Bin Bulaye Baraati_2011,2011,0,1,0,1
Gopi Kishan_1994,1994,2,2,5,5
Kora Kagaz_1974,1974,1,1,1,2
All Rounder (1984 film)_1984,1984,3,5,4,6
Inquilaab (1984 film)_1984,1984,1,1,2,3
Khoon Khoon_1973,1973,4,2,6,3
Dand Nayak_1998,1998,0,0,0,0
Jattu Engineer_2017,2017,1,0,2,0
Baadshah (1999 film)_1999,1999,3,1,6,2
Cheetah (1994 film)_1994,1994,2,3,3,5
Sangeet (1992 film)_1992,1992,3,1,7,10
Libaas_1988,1988,0,1,0,1
Balidaan_1971,1971,1,3,6,7
Dolly Ki Doli_2015,2015,1,2,1,2
Dhund (1973 film)_1973,1973,2,2,2,4
Rani Mera Naam_1972,1972,1,1,1,8
Bandagi_1972,1972,1,1,3,2
Dharam Kanta_1982,1982,2,1,4,4
Milap_1972,1972,3,1,4,4
Lakshmi (1982 film)_1982,1982,1,2,2,6
Zimmedaaar_1990,1990,0,2,0,3
Tarkeeb_1984,1984,4,4,10,6
Aaj Ka Goonda Raaj_1992,1992,3,3,5,6
Police Public_1990,1990,0,3,0,5
Besahara_1987,1987,1,1,1,2
Sapoot_1996,1996,3,4,4,6
Ghar Ghar Ki Kahani_1970,1970,3,3,4,4
Gang (2000 film)_2000,2000,5,4,9,5
Chhaila Babu_1977,1977,1,1,1,1
Revolver Rani_2014,2014,7,5,11,6
Aamne Samne (1982 film)_1982,1982,2,2,3,3
Naajayaz_1995,1995,3,1,6,5
Kal Aaj Aur Kal_1971,1971,3,2,6,4
Yaar Gaddar_1994,1994,2,1,5,3
Himmatwala (1998 film)_1998,1998,0,0,0,0
O Teri_2014,2014,4,1,7,1
Kachcha Chor_1977,1977,0,0,0,0
Jaanwar (1983 film)_1983,1983,1,2,4,2
Maa Kasam (1999 film)_1999,1999,1,2,1,5
Lafangey Parindey_2010,2010,2,2,2,2
Chattan Singh_1974,1974,3,3,4,7
Mohabbat Ke Dushman_1988,1988,2,1,3,4
Dil Pe Mat Le Yaar_2000,2000,6,2,6,3
Agreement (film)_1980,1980,0,1,0,4
Kick (2014 Film)_2014,2014,6,4,14,10
Jai Jwala_1972,1972,2,2,3,3
Sooper Se Ooper_2013,2013,3,2,3,2
Dil Kaa Heera_1979,1979,1,2,2,10
Maha Badmaash_1977,1977,0,0,0,0
Amiri Garibi_1990,1990,0,3,0,5
Ramu Ustad_1971,1971,1,2,2,7
Bawandar_2000,2000,0,2,0,4
Mere Sajna_1975,1975,1,2,2,8
Aiyyaa_2012,2012,2,5,2,5
Pyaasa Sawan_1981,1981,2,2,4,4
Barsaat (1995 film)_1995,1995,2,3,7,5
Aarakshan_2011,2011,6,2,10,4
Aap Beati_1976,1976,3,4,6,5
Veergati_1995,1995,3,2,5,3
Shehzaade_1989,1989,2,4,2,6
Coolie No. 1 (1995 film)_1995,1995,3,3,7,5
Adalat (1976 film)_1976,1976,5,1,5,1
Kala Suraj_1985,1985,1,1,1,2
Dulhan Banoo Main Teri_1999,1999,3,4,4,8
Aaj Ka M.L.A. Ram Avtar_1984,1984,3,1,9,5
Shanakht_1989,1989,1,0,1,0
Lashkar (film)_1989,1989,0,1,0,1
Aadamkhor_1986,1986,1,0,2,0
Do Boond Pani_1971,1971,2,2,2,2
NH10_2015,2015,3,4,5,5
Anth_1993,1993,4,4,5,6
Ishq Par Zor Nahin_1970,1970,2,2,3,6
Insaaf (1973 film)_1973,1973,2,2,4,8
Joru Ka Ghulam (2000 film)_2000,2000,5,3,7,4
Delhi-6_2009,2009,12,5,13,7
Jigarwala_1991,1991,0,2,0,6
Farishta Ya Qatil_1977,1977,4,5,6,5
Ayaash_1982,1982,3,1,3,2
Ki & Ka_2016,2016,4,3,4,3
Jaagruti_1992,1992,6,5,10,10
Apna Bana Lo_1982,1982,1,2,2,5
Dard Ka Rishta_1982,1982,0,1,0,2
Zindagi Tere Naam_2012,2012,3,2,4,6
Half Girlfriend (film)_2017,2017,5,3,7,4
Sabse Bada Khiladi_1995,1995,3,1,7,2
Tahqiqaat_1993,1993,1,4,1,5
Aladin (2009 film)_2009,2009,7,3,12,5
Hindi Medium (film)_2017,2017,4,1,4,1
Daulat Ki Jung_1992,1992,1,2,3,5
Himmatwala (1983 film)_1983,1983,2,2,5,4
Kurbaan (2009 film)_2009,2009,4,2,4,2
Department (film)_2012,2012,3,1,4,1
No Problem (2010 film)_2010,2010,3,3,5,7
Sirf Tum (1999 film)_1999,1999,4,3,5,5
Deedar-E-Yaar_1982,1982,2,2,5,4
Yeh Jawaani Hai Deewani_2013,2013,6,4,9,5
Jaan Tere Naam_1992,1992,2,3,9,4
Bheegi Palkein_1982,1982,2,3,4,5
Kaala Patthar (1979 film)_1979,1979,3,3,6,6
Anokhi Pehchan_1972,1972,1,4,1,5
Shri Krishna Leela_1971,1971,1,2,1,7
Mera Desh Mera Dharam_1973,1973,2,2,4,7
Zameen Aasmaan (1984 film)_1984,1984,2,2,3,4
Kab? Kyoon? Aur Kahan?_1970,1970,1,3,2,4
Balak Dhruv_1974,1974,1,2,2,7
Haath Ki Safai_1974,1974,3,2,4,4
Agneekaal_1990,1990,4,2,4,2
Kabzaa_1988,1988,1,3,1,3
Pehchaan (1993 film)_1993,1993,3,3,4,4
Phaansi_1978,1978,1,1,2,1
Darling Darling (1977 film)_1977,1977,2,1,12,4
Mohra_1994,1994,3,3,7,7
Dilwale Dulhania Le Jayenge_1995,1995,3,4,5,7
Maine Pyar Kiya_1989,1989,2,3,10,11
Faasle_1985,1985,1,4,4,10
Zid (2014 film)_2014,2014,1,1,2,3
Bol Bachchan_2012,2012,5,2,10,6
Bullet (1976 film)_1976,1976,1,2,3,6
Anurodh_1977,1977,2,0,6,0
Loha (1987 film)_1987,1987,2,3,2,11
Magroor_1979,1979,4,3,4,4
Bawarchi_1972,1972,3,3,4,5
Mere Humsafar_1970,1970,2,2,2,4
Daulat Ke Dushman_1983,1983,2,2,8,4
Andhera_1980,1980,0,1,0,8
100 Days (1991 film)_1991,1991,1,3,3,8
Sparsh (film)_1980,1980,1,0,1,0
Badnam Basti_1971,1971,1,0,2,0
Tan-Badan_1986,1986,2,2,5,5
Rootha Na Karo_1970,1970,2,1,5,3
Dil Daulat Duniya_1972,1972,2,3,5,5
Shool_1999,1999,2,2,4,3
Chor Ho To Aisa_1978,1978,4,1,4,2
Ajab Prem Ki Ghazab Kahani_2009,2009,5,2,9,5
Anubhav_1971,1971,1,1,1,3
Adventures of Tarzan_1985,1985,0,2,0,4
Raju Ban Gaya Gentleman_1992,1992,3,2,9,7
Door Ka Raahi_1971,1971,3,1,7,1
Ab Kya Hoga_1977,1977,0,2,0,8
Lakhon Mein Ek_1971,1971,3,2,6,10
Khwab_1980,1980,2,1,3,2
Apna Khoon_1978,1978,1,1,4,12
Kartavya (1995 film)_1995,1995,3,2,9,9
Aakhri Nishchay_1988,1988,1,1,2,3
Aadmi (1993 film)_1993,1993,3,2,5,5
Aurangzeb (film)_2013,2013,0,0,0,0
Hamari Bahu Alka_1982,1982,2,5,3,10
Nirdosh_1973,1973,2,1,3,6
Rishta Kagaz Ka_1983,1983,1,2,2,4
Hum Tum Pe Marte Hain_1999,1999,2,3,10,4
Hanste Khelte (1984 film)_1984,1984,2,2,5,2
Elaan (1994 film)_1994,1994,1,3,5,5
Lal dupatta malmal ka (film)_1989,1989,3,1,6,8
Deewaar (1975 film)_1975,1975,2,2,2,2
Yugpurush_1998,1998,2,2,5,2
Hum Tere Ashiq Hain_1979,1979,2,1,4,5
Daava_1997,1997,2,3,6,4
Ek Ladki Badnaam Si_1987,1987,1,1,1,4
Alaap_1977,1977,3,1,8,2
Aadmi Khilona Hai_1993,1993,3,2,3,6
Gupt: The Hidden Truth_1997,1997,2,3,5,8
Paapi_1977,1977,2,1,3,4
Lootera_2013,2013,3,2,7,2
Abdullah (1980 film)_1980,1980,4,2,4,3
Hera Pheri (1976 film)_1976,1976,2,2,5,5
Mujhse Fraaandship Karoge_2011,2011,4,2,7,4
Virasat (1997 film)_1997,1997,4,4,5,6
Baar Baar Dekho_2016,2016,6,3,7,4
Phas Gaye Re Obama_2010,2010,1,2,2,2
Khud-daar (1982 film)_1982,1982,1,2,6,5
Angaara_1996,1996,3,3,8,6
Trimurti (film)_1995,1995,2,2,4,4
Dum Laga Ke Haisha_2015,2015,4,3,6,3
Prince - It's Showtime_2010,2010,2,2,12,6
Khuda Gawah_1992,1992,2,3,2,8
Aaj Ka Daur_1985,1985,2,2,4,4
Bade Ghar Ki Beti_1989,1989,2,3,3,6
Zordaar_1996,1996,1,2,5,3
Dharam Veer (film)_1977,1977,4,2,7,3
Mard (1985 film)_1985,1985,2,2,2,3
Kali Raat_1977,1977,1,3,1,6
Badle Ki Aag_1982,1982,3,6,6,8
Band Baaja Baaraat_2010,2010,5,4,6,6
Jurm Aur Sazaa_1974,1974,2,3,5,8
Vaade Iraade_1994,1994,3,3,4,3
Bikhare Moti_1971,1971,2,2,3,2
Karm_1977,1977,4,2,7,4
Man Pasand_1980,1980,2,1,3,1
Bhagyawan_1993,1993,3,4,3,5
Aadmi Aur Apsara_1991,1991,1,4,3,6
Andaz Apna Apna_1994,1994,2,3,4,3
Maha Shaktimaan_1985,1985,1,2,1,3
Wajah Tum Ho_2016,2016,4,1,7,2
Professor Pyarelal_1981,1981,2,1,3,4
Haisiyat_1984,1984,3,5,6,6
Aulad Ki Khatir_1990,1990,1,1,1,1
Policewala Gunda_1995,1995,2,3,4,4
Koyla_1997,1997,3,3,5,5
Ravan Raaj: A True Story_1995,1995,4,4,5,4
Bhavna_1984,1984,2,5,3,10
Jal Bin Machhli Nritya Bin Bijli_1971,1971,1,1,2,5
Ghar Ki Izzat_1994,1994,2,2,3,9
Do Premee_1980,1980,3,3,6,4
Nai Duniya Naye Log_1973,1973,2,2,4,4
Anand Aur Anand_1984,1984,2,2,7,2
Chal Mere Bhai_2000,2000,8,4,12,8
Chehre Pe Chehra_1981,1981,2,1,3,4
Natak_1975,1975,1,2,2,8
Ek Tera Saath_2016,2016,5,2,6,5
Namkeen (1982 film)_1982,1982,1,3,2,8
Ameer Aadmi Gharib Aadmi_1985,1985,2,4,3,9
Oh My God (2012 film)_2012,2012,9,1,11,2
London Dreams_2009,2009,6,0,9,0
Bhrashtachar_1989,1989,2,3,2,4
Khoobsurat (2014 film)_2014,2014,2,6,2,7
Woh Saat Din_1983,1983,2,4,3,9
Bepanaah_1985,1985,4,1,5,3
Pyar Ki Jeet (1987 film)_1987,1987,1,1,1,10
Gangs of Wasseypur  Part 2_2012,2012,3,3,3,5
Reshma Aur Shera_1971,1971,1,2,4,8
G Kutta Se_2017,2017,0,0,0,0
Dahleez_1986,1986,1,1,5,3
Tere Pyar Mein_1978,1978,1,2,2,8
Taaqat (1995 film)_1995,1995,2,3,7,6
Ungli_2014,2014,2,2,3,2
Shiva Ka Insaaf_1985,1985,1,1,2,6
Rang (1993 film)_1993,1993,2,1,6,7
Baghavat_1982,1982,2,2,3,5
Joshilaay_1989,1989,3,2,3,5
Bhai-Bhai_1970,1970,1,2,3,3
Chennai Express_2013,2013,7,8,8,8
Shalimar (1978 film)_1978,1978,2,3,3,3
Josh (2000 film)_2000,2000,6,1,8,2
Manoranjan (1974 film)_1974,1974,2,3,3,5
Aadharshila_1982,1982,3,2,3,4
Chetna_1970,1970,0,1,0,3
Game (2011 film)_2011,2011,5,4,5,6
Ghaath_2000,2000,10,5,11,8
Inspector Dhanush_1991,1991,2,2,5,10
Paying Guests_2009,2009,2,2,2,3
Bewafai_1985,1985,1,2,4,16
Dushmun (1971 film)_1971,1971,1,1,2,3
Patita (1980 film)_1980,1980,1,1,2,3
Dekha Pyar Tumhara_1985,1985,3,2,5,4
Ishq Forever_2016,2016,6,3,9,7
Bundal Baaz_1976,1976,3,2,5,3
Do Dishayen_1982,1982,0,2,0,2
Coffee Bloom_2015,2015,2,1,2,1
MSG: The Warrior Lion Heart_2016,2016,1,0,2,0
Sukhmani  Hope for Life_2010,2010,3,2,11,4
Hasina Aur Nagina_1996,1996,1,2,1,6
Aag Ke Sholay_1988,1988,0,3,0,11
Dil Ka Sathi Dil_1982,1982,2,1,5,2
Mama Bhanja_1977,1977,2,3,2,5
Raaz  The Mystery Continues_2009,2009,5,1,11,1
Daddy Cool (2009 Hindi film)_2009,2009,0,1,0,2
Mela (1971 film)_1971,1971,2,2,5,5
Lorie (film)_1984,1984,0,4,0,9
Sardari Begum_1996,1996,0,2,0,8
Maa (1976 film)_1976,1976,2,2,5,5
Zakhmi Dil (1994 film)_1994,1994,2,3,4,6
M.S. Dhoni: The Untold Story_2016,2016,4,2,5,2
Anubhav (1986 film)_1986,1986,2,2,2,2
Geetanjali (1993 film)_1993,1993,2,3,4,6
Hiraasat_1987,1987,1,2,3,4
Paanch Ghantey Mien Paanch Crore_2012,2012,1,1,1,1
Dharam Sankat_1991,1991,1,3,1,5
Khatta Meetha (1978 film)_1978,1978,2,3,6,5
Aankh Micholi_1972,1972,1,2,2,3
I Hate Luv Storys_2010,2010,5,4,7,5
Jeena Marna Tere Sang_1992,1992,2,1,2,9
Jai Vikraanta_1995,1995,2,4,2,6
Man Ki Aankhen_1970,1970,2,3,4,8
Maximum (film)_2012,2012,3,2,3,2
Heropanti_2014,2014,1,0,3,0
Haathi Mere Saathi_1971,1971,2,1,6,3
Zamana (1985 film)_1985,1985,2,1,8,1
Hoshiyar_1985,1985,3,1,5,5
Badmaash Company_2010,2010,6,1,7,1
Adharm (1992 film)_1992,1992,2,3,2,5
Shaan (film)_1980,1980,3,4,6,8
Qatil_1988,1988,0,3,0,4
Yaariyan (2014 film)_2014,2014,10,2,25,4
Humjoli_1970,1970,3,3,7,5
Khushboo (1975 film)_1975,1975,1,2,1,3
Aar Paar (1985 film)_1985,1985,4,2,8,5
Jaan Ki Kasam_1991,1991,2,1,4,4
Aagman_1982,1982,1,1,1,5
Patthar Ke Phool_1991,1991,1,2,6,7
Truck Driver (1970 film)_1970,1970,1,4,3,8
Doosri Sita_1974,1974,1,2,1,3
Shahenshah (film)_1988,1988,1,2,2,3
Thanedaar_1990,1990,2,5,2,9
Haathkadi_1982,1982,4,3,9,8
Bhola Bhala_1978,1978,1,2,3,3
Mirza Juuliet_2017,2017,1,1,2,2
Janata Havaldar_1979,1979,0,3,0,3
Agnichakra_1997,1997,3,5,5,7
Hello Brother (1999 film)_1999,1999,5,2,10,9
Teri Kasam_1982,1982,0,2,0,7
Angaar_1980,1980,2,2,3,3
Kali Basti_1985,1985,3,2,4,2
Tum Mere Ho_1990,1990,1,3,4,3
Phir Bhi_1971,1971,3,0,6,0
Gopichand Jasoos_1982,1982,0,3,0,7
Luv U Alia_2016,2016,3,2,3,2
Gangaa Jamunaa Saraswathi_1988,1988,3,2,4,5
City Lights (2014 film)_2014,2014,4,1,6,1
Tezz_2012,2012,3,2,6,5
English Vinglish_2012,2012,2,4,4,5
Awaaz_1984,1984,2,1,12,8
Jis Desh Mein Ganga Rehta Hain_2000,2000,4,4,6,4
Border (1997 film)_1997,1997,4,2,5,2
Khal-Naaikaa_1993,1993,0,3,0,7
Maalamaal_1988,1988,3,1,11,2
Nadiya Ke Paar (1982 film)_1982,1982,1,2,1,5
Housefull 3_2016,2016,6,4,7,4
7 Khoon Maaf_2011,2011,5,2,5,5
Chal Chalein_2009,2009,4,4,11,5
Bhago Bhut Aaya_1985,1985,0,3,0,5
Anokha_1975,1975,4,1,8,2
Hifazat (1987 film)_1987,1987,3,2,3,4
Sadak_1991,1991,2,1,7,10
Soldier (1998 Indian film)_1998,1998,2,2,6,5
Mera Faisla_1984,1984,2,1,2,3
Saathi (1991 film)_1991,1991,3,1,6,4
Pyaar Koi Khel Nahin_1999,1999,3,3,5,5
Aag Ka Gola_1990,1990,1,3,1,3
Chatpati_1983,1983,2,2,3,7
Parampara (1992 film)_1992,1992,4,3,4,7
Aao Pyaar Karen (1994 film)_1994,1994,2,2,6,2
Behen Hogi Teri_2017,2017,4,3,4,6
Do Waqt Ki Roti_1988,1988,0,3,0,7
Jannat 2_2012,2012,7,0,14,0
Justice Chaudhury_1983,1983,1,2,6,5
Nishana (1980 film)_1980,1980,2,3,5,6
Holi (1984 film)_1984,1984,1,0,4,0
Dabangg_2010,2010,6,2,11,4
Shiva (1990 film)_1990,1990,3,2,4,4
Damadamm!_2011,2011,2,4,2,5
Saazish (1998 film)_1998,1998,3,2,4,2
Hasti_1993,1993,4,3,6,5
Bobby (1973 film)_1973,1973,3,1,6,4
Udhaar Ki Zindagi_1994,1994,3,4,6,6
Purana Mandir_1984,1984,1,2,1,4
Dus Numbri_1976,1976,3,2,6,4
Zaalim_1994,1994,3,1,4,2
Paramaatma (1994 film)_1994,1994,4,1,12,3
Bada Kabutar_1973,1973,1,1,2,8
Apnapan_1977,1977,2,3,3,5
Kayda Kanoon_1993,1993,3,4,7,7
Ek Main Aur Ekk Tu_2012,2012,7,3,8,7
Sanjog (1985 film)_1985,1985,2,4,2,6
Kahani Ek Chor Ki_1981,1981,3,2,4,4
Andolan (1995 film)_1995,1995,3,2,8,7
Naach Uthe Sansaar_1976,1976,1,1,6,2
Chor Ke Ghar Chor_1978,1978,2,2,4,2
Kab Tak Chup Rahungi_1988,1988,0,3,0,9
Angoor (1982 film)_1982,1982,1,1,1,2
Mere Dad Ki Maruti_2013,2013,6,1,6,1
Hera Pheri (2000 film)_2000,2000,5,3,9,5
Kasam Paida Karne Wale Ki_1984,1984,0,2,0,11
Parde Ke Peechey_1971,1971,1,4,4,11
Lal Baadshah_1999,1999,3,4,6,7
Ishaqzaade_2012,2012,3,3,3,6
Maa Aur Mamta_1970,1970,2,2,4,4
Satyamev Jayate (1987 film)_1987,1987,2,2,2,3
Begunaah_1991,1991,2,3,4,5
Zakhmi Sipahi_1992,1992,2,1,3,2
Adha Din Adhi Raat_1977,1977,2,2,3,4
Guddu_1995,1995,2,2,11,3
Yeh Faasley_2011,2011,1,1,2,2
Yamraaj (film)_1998,1998,4,3,4,3
Bandhan (1998 film)_1998,1998,3,3,6,5
Ahsaas_1979,1979,2,2,9,4
Tarana (1979 film)_1979,1979,2,3,2,7
Dedh Ishqiya_2014,2014,6,2,7,3
Heera-Moti_1979,1979,2,1,5,1
Blood Money (2012 film)_2012,2012,2,0,5,0
Happy New Year (2014 film)_2014,2014,10,5,18,8
Johny Mera Naam_1970,1970,1,3,3,5
Krantiveer_1994,1994,3,6,6,7
Parasmani_1992,1992,1,2,1,6
Mera Rakshak_1978,1978,0,1,0,2
Kai Po Che!_2013,2013,1,2,2,3
Des Pardes (1978 film)_1978,1978,1,3,5,4
Khwaabb_2014,2014,3,1,3,1
Souten_1983,1983,1,3,4,5
Jaanoo_1985,1985,0,2,0,6
Issaq (2013 film)_2013,2013,8,3,11,3
Hisss_2010,2010,4,3,6,4
Pyasa Shaitan_1984,1984,1,2,2,2
Waiting (2016 film)_2016,2016,3,2,4,3
Raja Babu (film)_1994,1994,4,2,4,5
Sweetiee Weds NRI_2017,2017,4,2,6,5
Aag (1994 film)_1994,1994,4,1,6,3
Kismat (1995 film)_1995,1995,3,3,5,5
I Love You (1992 film)_1992,1992,4,2,9,5
Moojrim_1970,1970,0,0,0,0
Return of Jewel Thief_1996,1996,5,3,6,6
Meraa Ghar Mere Bachche_1985,1985,1,4,1,4
Ek Baap Chhe Bete_1978,1978,2,0,5,0
Gair (film)_1999,1999,3,4,6,5
Dav Pech_1989,1989,2,3,6,4
Kala Dhanda Goray Log_1986,1986,0,2,0,2
Sachin: A Billion Dreams_2017,2017,3,0,3,0
Kasak (1992 film)_1992,1992,1,4,1,14
Ganga Tera Pani Amrit_1971,1971,1,1,1,3
Pyaar Mohabbat_1988,1988,1,3,1,5
Naseeb (1981 film)_1981,1981,5,4,8,6
Kasauti_1974,1974,2,2,3,5
Bodyguard (2011 Hindi film)_2011,2011,4,2,8,6
Rakhwala_1989,1989,1,2,4,5
Dulha Mil Gaya_2010,2010,4,4,6,10
Sanjog (1971 film)_1971,1971,2,2,6,3
Nasihat_1986,1986,3,4,15,13
