MOVIE NAME,CAST,MENTIONS,TOTAL CENTRALITY,COUNT,AVERAGE CENTRALITY
Haunted  3D,iyer,12,461,125,3.688
Dildaar,lal,1,27,16,1.6875
Dildaar,banke,13,24,137,0.175182482
Dildaar,singh,1,979.75,26,37.68269231
Love U...Mr. Kalakaar!,father,2,58.33333333,29,2.011494253
Love U...Mr. Kalakaar!,sahil,10,16.5,64,0.2578125
Ragini MMS,uday,33,2303.936508,251,9.179029912
Ragini MMS,boy,1,40.5,12,3.375
Shagird,hanumant,63,3877.566667,475,8.163298246
Shagird,mohit,22,251.6333333,239,1.052859135
Shagird,bunty,11,179,96,1.864583333
Shagird,singh,6,331.5,75,4.42
Shagird,rajmani,11,262.5,103,2.548543689
Stanley Ka Dabba,principal,1,91,19,4.789473684
Stanley Ka Dabba,verma,5,0,61,0
Stanley Ka Dabba,khadoos,12,404.6666667,131,3.089058524
Stanley Ka Dabba,stanley,42,1279.666667,412,3.105987055
Stanley Ka Dabba,akram,2,0,31,0
Doosra Aadmi,karan,3,56,21,2.666666667
Pyar ka Punchnama,nishant,6,122,79,1.544303797
Pyar ka Punchnama,rajat,20,438.5833333,171,2.564814815
Kucch Luv Jaisaa,raghav,4,0,46,0
Ek Hi Raasta,kamal,4,0,65,0
Ek Hi Raasta,atin,15,366.6666667,221,1.659125189
Ek Hi Raasta,father,4,177.1666667,53,3.342767296
Ek Hi Raasta,man,2,16,6,2.666666667
Ek Hi Raasta,munna,2,24.5,14,1.75
Ready,father,1,10,4,2.5
Ready,chaudhary,4,112,34,3.294117647
Ready,the,1,0,206,0
Ready,suraj,7,219,74,2.959459459
Ready,aryan,2,54,19,2.842105263
Ready,gaurav,1,46,17,2.705882353
Ready,brother,2,39.33333333,13,3.025641026
Ready,prem,26,319.8333333,258,1.239664083
Shaitan,zubin,7,86.16666667,67,1.286069652
Shaitan,father,2,99,20,4.95
Shaitan,mathur,5,534.8333333,63,8.489417989
Shaitan,inspector,4,0,30,0
Shaitan,the,2,129,350,0.368571429
Shaitan,police,8,149.3333333,108,1.382716049
Shaitan,arvind,1,0,31,0
Shaitan,commissioner,2,113.5666667,42,2.703968254
Bheja Fry 2,bhushan,8,245.5,91,2.697802198
Bheja Fry 2,shekharan,3,7,35,0.2
Bheja Fry 2,talwar,9,457.5,76,6.019736842
Bheja Fry 2,ajit,11,21,102,0.205882353
Always Kabhi Kabhi,sameer,2,0,37,0
Always Kabhi Kabhi,nandy,5,247.3333333,81,3.053497942
Always Kabhi Kabhi,tariq,5,288,90,3.2
Always Kabhi Kabhi,sam,2,428.3166667,164,2.611686992
Gharaonda,sudip,11,394,134,2.940298507
Gharaonda,modi,10,444,109,4.073394495
Bin Bulaye Baraati,hazari,1,101,23,4.391304348
Bin Bulaye Baraati,ad,1,0,12,0
Bin Bulaye Baraati,police,4,0,47,0
Bin Bulaye Baraati,murari,1,0,20,0
Bin Bulaye Baraati,chetta,1,0,12,0
Bin Bulaye Baraati,durjan,2,6,6,1
Bin Bulaye Baraati,commissioner,2,156,18,8.666666667
Double Dhamaal,manav,2,0,17,0
Double Dhamaal,bata,4,0,30,0
Double Dhamaal,kabir,13,781.5,150,5.21
Double Dhamaal,roy,8,617.4166667,82,7.529471545
Bbuddah... Hoga Terra Baap,a,3,0,105,0
Bbuddah... Hoga Terra Baap,vijju,29,1348.5,242,5.57231405
Bbuddah... Hoga Terra Baap,yera,3,188,51,3.68627451
Bbuddah... Hoga Terra Baap,kabir,9,84,72,1.166666667
Bbuddah... Hoga Terra Baap,karan,12,216.3333333,104,2.080128205
Bbuddah... Hoga Terra Baap,acp,7,0,53,0
Delhi Belly,nitin,24,382.5,184,2.078804348
Delhi Belly,arup,9,434.5,112,3.879464286
Delhi Belly,vladimir,4,0,43,0
Delhi Belly,somayajulu,20,1319.283333,155,8.511505376
Delhi Belly,tashi,38,2201.833333,325,6.774871795
Delhi Belly,rajeev,4,217.8333333,33,6.601010101
Hum Kisi Se Kum Nahin,sanjay,6,247.1666667,58,4.261494253
Hum Kisi Se Kum Nahin,manjeet,2,4,34,0.117647059
Hum Kisi Se Kum Nahin,man,2,185,26,7.115384615
Hum Kisi Se Kum Nahin,saudagar,6,91.5,36,2.541666667
Murder 2,dheeraj,35,5725.166667,291,19.67411226
Murder 2,sameer,3,0,50,0
Murder 2,arjun,23,208,218,0.95412844
Chillar Party,bhide,5,275,48,5.729166667
Chillar Party,mr.,0,0,0,0
Chillar Party,boy,2,385,28,13.75
Inkaar,haridas,5,1051,59,17.81355932
Inkaar,guddu,5,305,139,2.194244604
Zindagi Na Milegi Dobara,imran,21,505.5,230,2.197826087
Zindagi Na Milegi Dobara,imraan,4,82,44,1.863636364
Zindagi Na Milegi Dobara,kabir,20,293,234,1.252136752
Zindagi Na Milegi Dobara,habib,2,87,20,4.35
Zindagi Na Milegi Dobara,father,1,0,7,0
Zindagi Na Milegi Dobara,salman,1,10,60,0.166666667
Zindagi Na Milegi Dobara,man,1,48,11,4.363636364
Zindagi Na Milegi Dobara,arjun,28,676,196,3.448979592
Singham,dgp,4,0,63,0
Singham,bajirao,3,0,41,0
Singham,singham,23,1081.833333,334,3.239021956
Singham,patkar,5,981.5,57,17.21929825
Singham,gautam,1,0,3,0
Singham,narvekar,3,165,43,3.837209302
Singham,jaikant,22,1548.966667,239,6.481032078
Khap,omkar,2,0,34,0
Jagriti,shekhar,8,40,75,0.533333333
Jagriti,boy,1,119,13,9.153846154
Gandhi to Hitler,hitler,6,2333.433333,39,59.83162393
Bubble Gum,father,4,34,21,1.619047619
Bubble Gum,boy,1,370.7,33,11.23333333
Bubble Gum,he,4,0,25,0
Chala Mussaddi... Office Office,son,1,276.6666667,26,10.64102564
Chala Mussaddi... Office Office,lal,3,1472.208333,98,15.02253401
Chala Mussaddi... Office Office,mussaddi,25,138.2,244,0.566393443
Chala Mussaddi... Office Office,tripathi,1,186.5,36,5.180555556
Chala Mussaddi... Office Office,bunty,5,0,25,0
Aarakshan,anand,18,959,229,4.187772926
Aarakshan,shambhu,2,128.5,22,5.840909091
Aarakshan,dr.,19,0,0,0
Aarakshan,mithilesh,11,62,65,0.953846154
Aarakshan,dr,19,14,58,0.24137931
Jay Vejay,jung,3,78,60,1.3
Jay Vejay,shamsher,2,1,32,0.03125
Jay Vejay,vijay,2,0,18,0
Jay Vejay,malwa,3,522,70,7.457142857
Phhir,the,1,0,556,0
Phhir,kabir,57,9785.066667,617,15.85910319
Phhir,father,1,25,10,2.5
Chatur Singh Two Star,chatur,1,0,28,0
Kalabaaz,vijay,6,56.66666667,78,0.726495726
Shabri,irfan,5,69,79,0.873417722
Shabri,murad,4,656.9166667,40,16.42291667
Yeh Dooriyan,man,1,15,8,1.875
Bodyguard,sartaj,11,193,70,2.757142857
Bodyguard,lovely,28,1139.666667,345,3.303381643
Bodyguard,son,6,1410.683333,120,11.75569444
Bodyguard,father,4,269,79,3.405063291
Kasum Khoon Ki,the,20,0,133,0
Kasum Khoon Ki,seth,3,51.5,45,1.144444444
Kasum Khoon Ki,kishan,6,92,119,0.773109244
Kasum Khoon Ki,man,1,59,13,4.538461538
Mere Brother Ki Dulhan,luv,14,364,82,4.43902439
Mere Brother Ki Dulhan,brother,3,146,33,4.424242424
Mere Brother Ki Dulhan,kush,0,425.8333333,138,3.085748792
Khoon Pasina,shiva,8,559,113,4.946902655
Khoon Pasina,shera,4,58.5,37,1.581081081
Mausam,leader,0,63,14,4.5
Mausam,harry,0,159,94,1.691489362
Speedy Singhs,dan,3,87,31,2.806451613
Speedy Singhs,sonu,2,15,41,0.365853659
Speedy Singhs,father,7,309.3333333,86,3.596899225
Speedy Singhs,sammy,2,0,17,0
Speedy Singhs,raj,35,90,120,0.75
Speedy Singhs,darvesh,8,227.6666667,105,2.168253968
Speedy Singhs,rajveer,35,3233.5,270,11.97592593
Force,mahesh,0,32,49,0.653061224
Force,reddy,0,49.1,29,1.693103448
Force,yash,0,2052,345,5.947826087
Force,vishnu,0,558.7,120,4.655833333
Force,kamlesh,0,41,43,0.953488372
Force,brother,0,29.23333333,15,1.948888889
Hum Tum Shabana,man,0,0,0,0
Kotwal Saab,mahesh,16,440,118,3.728813559
Kotwal Saab,kohli,12,509.5,111,4.59009009
Kotwal Saab,awasthi,2,0,25,0
Kotwal Saab,bharat,52,1576.333333,374,4.214795009
Kotwal Saab,fernandes,3,145,32,4.53125
Kotwal Saab,inspector,3,0,32,0
Kotwal Saab,commissioner,3,137.5,38,3.618421053
Saheb Biwi Aur Gangster,raja,8,429.6833333,148,2.903265766
Saheb Biwi Aur Gangster,saheb,7,54,57,0.947368421
Saheb Biwi Aur Gangster,babloo,24,644.5,165,3.906060606
Saheb Biwi Aur Gangster,man,1,30,5,6
Tere Mere Phere,rahul,2,0,68,0
Rascals,pascal,5,97,37,2.621621622
Rascals,chetan,13,531.0333333,205,2.590406504
Rascals,man,1,176,14,12.57142857
Rascals,anthony,16,860.0833333,112,7.679315476
Rascals,bhagat,17,756.8333333,236,3.206920904
Love Breakups Zindagi,jai,3,63,29,2.172413793
Love Breakups Zindagi,govind,2,0,29,0
Love Breakups Zindagi,dhruv,1,37,12,3.083333333
Love Breakups Zindagi,arjun,1,34.33333333,14,2.452380952
Mujhse Fraaandship Karoge,vishal,13,236.6666667,164,1.443089431
Meethi Meethi Baatein,kamal,2,0,9,0
My Friend Pinto,don,13,944.6666667,161,5.867494824
My Friend Pinto,son,1,20.5,7,2.928571429
My Friend Pinto,sameer,12,3855.966667,135,28.56271605
My Friend Pinto,mac,4,270.4,71,3.808450704
Aazaan,doctor,4,34.8,33,1.054545455
Aazaan,aazaan,12,298.5,198,1.507575758
Aazaan,sam,3,19,38,0.5
Aazaan,indian,1,0,9,0
Mukti,kailash,9,968.8333333,113,8.573746313
Ra.One,akashi,8,403.5,74,5.452702703
Ra.One,son,4,159,44,3.613636364
Tell Me O Kkhuda,tony,5,141,52,2.711538462
Damadamm!,sameer,32,1472,211,6.976303318
Loot,akbar,1,0,9,0
Loot,batliwala,3,17.5,33,0.53030303
Loot,wilson,1,0,7,0
Loot,pandit,1,0,10,0
Miley Naa Miley Hum,siddharth,2,0,10,0
Miley Naa Miley Hum,father,1,46,8,5.75
Miley Naa Miley Hum,chirag,5,509.3333333,74,6.882882883
Rockstar,jj,20,574.6666667,310,1.853763441
Rockstar,jordan,20,364.6666667,175,2.083809524
Rockstar,khan,1,324,30,10.8
Rockstar,khatana,5,117,69,1.695652174
Rockstar,man,3,212,17,12.47058824
Rockstar,boy,1,22,6,3.666666667
Rockstar,dhingra,4,298,73,4.082191781
Rockstar,ustad,1,0,30,0
Paheli,gadariya,1,56,9,6.222222222
Paheli,son,3,743.7,72,10.32916667
Paheli,kishan,28,2570.2,227,11.32246696
Paheli,father,1,148,27,5.481481481
Palkon Ki Chhaon Mein,son,3,80,19,4.210526316
Palkon Ki Chhaon Mein,father,1,120.6666667,14,8.619047619
Palkon Ki Chhaon Mein,ravi,54,1038,393,2.641221374
Desi Boyz,nick,19,98.66666667,227,0.434654919
Desi Boyz,mr,2,0,12,0
Desi Boyz,jerry,45,230,338,0.680473373
Desi Boyz,man,1,12,4,3
Desi Boyz,ajay,9,410.3333333,100,4.103333333
The Dirty Picture,suryakanth,9,508.8333333,101,5.037953795
The Dirty Picture,selva,7,49,64,0.765625
The Dirty Picture,director,2,107,18,5.944444444
The Dirty Picture,film,10,584,133,4.390977444
The Dirty Picture,ganesh,3,549.8333333,40,13.74583333
The Dirty Picture,abraham,19,898,183,4.907103825
Ladies vs Ricky Bahl,father,6,1518.833333,94,16.15780142
Ladies vs Ricky Bahl,man,1,7,5,1.4
Ladies vs Ricky Bahl,sunny,5,839.5,77,10.9025974
Jo Hum Chahein,rohan,44,2944.366667,434,6.784254992
Jo Hum Chahein,vikram,5,0,91,0
Don 2: The Chase Continues,,0,0,0,0
Don 2: The Chase Continues,don,32,681.5,317,2.149842271
Don 2: The Chase Continues,vardhan,2,10,16,0.625
Safed Haathi,boy,1,221.5,26,8.519230769
Saheb Bahadur,pratap,2,109,40,2.725
Saheb Bahadur,man,1,81,27,3
Saheb Bahadur,prem,3,0,54,0
Shankar Hussain,dr.,0,0,0,0
Shankar Hussain,ajay,5,0,42,0
Shankar Hussain,boy,2,43.83333333,32,1.369791667
Shankar Hussain,husain,8,0,80,0
Dulha Mil Gaya,suraj,4,0,29,0
Dulha Mil Gaya,samara,3,2,20,0.1
Dulha Mil Gaya,father,2,393.5,30,13.11666667
Dulha Mil Gaya,pawan,2,0,23,0
Dulha Mil Gaya,donsai,26,1053,141,7.468085106
Pyaar Impossible!,siddhu,3,0,47,0
Pyaar Impossible!,siddharth,4,86,63,1.365079365
Pyaar Impossible!,father,2,38,15,2.533333333
Pyaar Impossible!,awkward,5,29,23,1.260869565
Chance Pe Dance,father,3,75.5,31,2.435483871
Chance Pe Dance,behl,1,43,23,1.869565217
Chance Pe Dance,rohit,0,0,0,0
Veer,gyanendra,5,0,41,0
Veer,gajendra,15,20856.3119,130,160.4331685
Veer,father,3,263.1666667,48,5.482638889
Veer,veer,15,1016.716667,257,3.956095979
Veer,singh,12,532.8333333,141,3.778959811
Veer,prithvi,5,27,65,0.415384615
Ishqiya,babban,9,314.6666667,100,3.146666667
Ishqiya,mushtaq,6,79,39,2.025641026
Ishqiya,khalujan,10,614,121,5.074380165
Tyaag,father,13,4516.233333,220,20.52833333
Tyaag,anyway.so,0,0,0,0
Tyaag,chetan,48,4367.45,536,8.148227612
Tyaag,man,4,3025.166667,75,40.33555556
Tyaag,gopal,9,196.3333333,180,1.090740741
Road to Sangam,pawan,4,0,40,0
The Hangman,father,1,45,10,4.5
The Hangman,puri,2,354,37,9.567567568
The Hangman,shiva,4,299,57,5.245614035
The Hangman,ganesh,2,9,28,0.321428571
Striker,surya,10,151,62,2.435483871
Striker,man,2,303,26,11.65384615
Striker,jaleel,10,119.5,81,1.475308642
Striker,brother,1,65,9,7.222222222
Yaaron Ka Yaar,son,1,16,6,2.666666667
Yaaron Ka Yaar,nathu,5,39,25,1.56
My Name Is Khan,rizwan,25,311,264,1.178030303
My Name Is Khan,boy,0,0,0,0
My Name Is Khan,reese,4,2,43,0.046511628
My Name Is Khan,son,4,22,12,1.833333333
My Name Is Khan,sameer,18,4865.638889,134,36.31073798
My Name Is Khan,khan,6,526.65,113,4.660619469
Yehi Hai Zindagi,govind,2,0,20,0
Yehi Hai Zindagi,lord,5,320,115,2.782608696
Yehi Hai Zindagi,krishna,10,415.4,176,2.360227273
Sukhmani,man,0,8,3,2.666666667
Sukhmani,kuldeep,0,93.5,193,0.484455959
Click,avi,54,7445.444877,418,17.81206908
Toh Baat Pakki!,saxena,7,181,41,4.414634146
Toh Baat Pakki!,yuvraj,7,0,62,0
Toh Baat Pakki!,rahul,11,56,69,0.811594203
Toh Baat Pakki!,boy,1,17.5,5,3.5
Karthik Calling Karthik,man,1,156,15,10.4
Karthik Calling Karthik,brother,3,123,31,3.967741935
Karthik Calling Karthik,kumar,9,1436,47,30.55319149
Karthik Calling Karthik,karthik,43,915.8333333,384,2.384982639
Teen Patti,venkat,0,2000.833333,252,7.939814815
Teen Patti,trachtenberg,0,253.3333333,25,10.13333333
Teen Patti,perci,0,937.5,57,16.44736842
Teen Patti,teen,0,0,59,0
Teen Patti,shantanu,0,169.5,81,2.092592593
Atithi Tum Kab Jaoge?,suleiman,0,0,0,0
Atithi Tum Kab Jaoge?,lambodar,0,0,0,0
Atithi Tum Kab Jaoge?,uncle,0,0,0,0
Atithi Tum Kab Jaoge?,taneja,0,0,0,0
Atithi Tum Kab Jaoge?,puneet,0,0,0,0
Atithi Tum Kab Jaoge?,an,0,0,5,0
Atithi Tum Kab Jaoge?,actor,0,0,0,0
Atithi Tum Kab Jaoge?,son,0,0,0,0
Atithi Tum Kab Jaoge?,man,0,0,0,0
Atithi Tum Kab Jaoge?,pappu,0,0,0,0
Road Movie,vishnu,10,277,99,2.797979798
Road Movie,father,1,38,7,5.428571429
Road Movie,man,1,168,14,12
Arvind Desai Ki Ajeeb Dastaan,father,2,46,17,2.705882353
Arvind Desai Ki Ajeeb Dastaan,arvind,12,404,108,3.740740741
Rokkk,man,1,14,5,2.8
Thanks Maa,municipality,4,51,65,0.784615385
Azaad,man,1,225,17,13.23529412
Azaad,prem,2,381.1333333,43,8.863565891
Azaad,ashok,3,145.5,29,5.017241379
Na Ghar Ke Na Ghaat Ke,aggarwal,1,43,23,1.869565217
Na Ghar Ke Na Ghaat Ke,man,2,183.5,26,7.057692308
Badalte Rishtey,chandar,4,199.5,65,3.069230769
Badalte Rishtey,sagar,19,421.3,187,2.252941176
Badalte Rishtey,manohar,19,147,192,0.765625
Badalte Rishtey,brother,5,265.6666667,56,4.744047619
Right Yaaa Wrong,vinay,11,151,96,1.572916667
Right Yaaa Wrong,ajay,14,125,88,1.420454545
Besharam,son,1,0,9,0
Besharam,digvijay,9,74,64,1.15625
Besharam,ramchandra,4,10,38,0.263157895
Besharam,prince,2,0,28,0
Besharam,ram,4,0,36,0
Shaapit,ranjit,7,0,88,0
Shaapit,aman,20,405.5,174,2.33045977
Shaapit,father,2,68.5,18,3.805555556
Shaapit,kaya,14,505.6666667,85,5.949019608
Shaapit,brother,1,268.4666667,20,13.42333333
Hum Tum Aur Ghost,man,1,25,4,6.25
Hum Tum Aur Ghost,armaan,21,665,186,3.575268817
Prem Kaa Game,will,3,0,49,0
Prem Kaa Game,man,1,316.7833333,46,6.886594203
Prem Kaa Game,prem,4,18,66,0.272727273
Well Done Abba,arif,4,187,38,4.921052632
Well Done Abba,brother,2,352,23,15.30434783
Well Done Abba,armaan,33,1187.530952,300,3.958436508
Damaad,rodrigues,3,9,8,1.125
Damaad,man,0,0,0,0
Damaad,sharad,13,1610.5,94,17.13297872
Pankh,man,1,109,11,9.909090909
Pankh,jerry,2,0,29,0
Pankh,boy,3,226.5,54,4.194444444
Sadiyaan,the,2,0,116,0
Sadiyaan,father,2,155.1619048,33,4.701875902
Sadiyaan,boy,3,338.5952381,37,9.151222651
Des Pardes,samir,3,0,36,0
Des Pardes,veer,3,0,31,0
Jaane Kahan Se Aayi Hai,desh,13,52,62,0.838709677
Jaane Kahan Se Aayi Hai,parekh,1,62.16666667,24,2.590277778
Jaane Kahan Se Aayi Hai,rajesh,2,0,42,0
Prince - It's Showtime,p.k.,0,0,0,0
Prince - It's Showtime,prince,32,669,281,2.380782918
Paathshaala,sahay,4,35,39,0.897435897
Paathshaala,udyavar,2,44,31,1.419354839
Paathshaala,rahul,2,0,32,0
Paathshaala,school,6,385.6666667,79,4.88185654
Phoonk 2,man,1,164,20,8.2
Phoonk 2,manja,1,103.5,17,6.088235294
Phoonk 2,rajiv,30,721,257,2.805447471
Don,don,45,2055.833333,366,5.617030965
Don,vardhan,6,207.5,48,4.322916667
Don,officer,2,6,24,0.25
Don,encounter,1,878,33,26.60606061
Don,police,14,828.6333333,178,4.655243446
Don,malik,3,5,42,0.119047619
Don,jasjit,4,381.5,65,5.869230769
Don,vijay,61,9012.833333,502,17.95385126
Apartment,tanha,5,117,47,2.489361702
Gaman,hasan,1,562,25,22.48
Gaman,ghulam,3,0,52,0
Chase,sohail,14,215,158,1.360759494
Housefull,kishore,3,0,16,0
Housefull,bob,15,831,113,7.353982301
Housefull,pasta,3,1565.066667,61,25.6568306
Housefull,batuk,4,0,66,0
Housefull,aarush,34,1149,357,3.218487395
Housefull,krishna,12,153.5,134,1.145522388
Housefull,brother,4,540.6666667,50,10.81333333
Ganga Ki Saugandh,jeeva,14,194.3333333,140,1.388095238
Ganga Ki Saugandh,thakur,9,38,97,0.391752577
Ganga Ki Saugandh,jaswant,9,43,59,0.728813559
Badmaash Company,zing,7,214,83,2.578313253
Badmaash Company,chandu,6,125.3333333,88,1.424242424
Badmaash Company,karan,49,1141.666667,436,2.618501529
Badmaash Company,kher,1,53.36666667,10,5.336666667
Badmaash Company,man,1,69.08333333,11,6.28030303
Ghar,vikas,8,147,66,2.227272727
Bumm Bumm Bole,pinu,29,3676.816667,282,13.03835697
Bumm Bumm Bole,khogiram,2,177,36,4.916666667
Bumm Bumm Bole,father,2,296.5,47,6.308510638
Kushti,chander,3,0,27,0
Kushti,father,1,70,25,2.8
Kushti,avtar,5,0,75,0
Kites,tony,11,534.7,100,5.347
Kites,robin,3,6,35,0.171428571
Kites,jai,26,399.9333333,201,1.989718076
Kites,bob,2,286,23,12.43478261
Kites,brother,1,712.4333333,31,22.98172043
Kites,jamaal,3,66,28,2.357142857
Karmayogi,son,4,304.3333333,34,8.950980392
Karmayogi,shankar,11,142.6666667,93,1.534050179
Karmayogi,father,2,94.425,19,4.969736842
Karmayogi,mohan,7,8015.333333,41,195.495935
Karmayogi,ajay,2,30.33333333,28,1.083333333
Karmayogi,keshav,2,0,18,0
Raajneeti,sooraj,15,649,194,3.345360825
Raajneeti,father,4,203.1666667,56,3.62797619
Raajneeti,chandra,13,1333.833333,104,12.82532051
Raajneeti,sanyal,1,14,5,2.8
Raajneeti,gopal,4,98,40,2.45
Raajneeti,veerendra,14,311,111,2.801801802
Raajneeti,prithvi,10,73.5,169,0.434911243
Raajneeti,virendra,6,0,19,0
Raajneeti,samar,29,446.3333333,278,1.605515588
Raajneeti,son,5,764,82,9.317073171
Raajneeti,pratap,6,311,56,5.553571429
Raajneeti,rai,2,80,10,8
Raajneeti,brij,1,0,5,0
Kasme Vaade,shankar,9,163.8333333,66,2.482323232
Kasme Vaade,shanker,1,0,36,0
Kasme Vaade,vijayendra,1,0,10,0
Kasme Vaade,amit,9,123,65,1.892307692
Kasme Vaade,raju,13,218.5,178,1.22752809
Khatta Meetha,homi,6,0,44,0
Khatta Meetha,soli,1,48.5,18,2.694444444
Raavan,sanjeevani,16,1022.5,118,8.665254237
Raavan,mangal,6,3,58,0.051724138
Raavan,dev,30,2086.5,248,8.413306452
Raavan,hemant,4,136.1666667,49,2.778911565
Raavan,brother,1,118,18,6.555555556
Raavan,kumar,2,53,20,2.65
Mr. Singh / Mrs. Mehta,man,2,67,36,1.861111111
Mr. Singh / Mrs. Mehta,slowly,6,0,37,0
Mr. Singh / Mrs. Mehta,ashwin,21,444,192,2.3125
I Hate Luv Storys,a,19,0,84,0
I Hate Luv Storys,jay,19,414.6666667,162,2.559670782
I Hate Luv Storys,raj,7,33,46,0.717391304
Khoon Ki Pukaar,son,2,28.5,9,3.166666667
Khoon Ki Pukaar,amrit,4,1937.5,65,29.80769231
Khoon Ki Pukaar,singh,2,226,61,3.704918033
Milenge Milenge,immy,2,0,28,0
Milenge Milenge,amit,18,295.5,192,1.5390625
Main Tulsi Tere Aangan Ki,rajnath,6,152,70,2.171428571
Main Tulsi Tere Aangan Ki,man,1,243,30,8.1
Main Tulsi Tere Aangan Ki,ajay,11,458.4,126,3.638095238
Main Tulsi Tere Aangan Ki,brother,4,78,17,4.588235294
Tere Bin Laden,osama,7,73,51,1.431372549
Tere Bin Laden,ted,6,91,54,1.685185185
Tere Bin Laden,his,8,44,80,0.55
Tere Bin Laden,usman,3,0,38,0
Tere Bin Laden,ali,23,944.5,199,4.746231156
Udaan,rohan,99,1976.166667,701,2.819067998
Udaan,father,29,1794.785714,437,4.107061131
Udaan,an,99,133,71,1.873239437
Muqaddar Ka Sikander,sikandar,1,3658.75,414,8.837560386
Muqaddar Ka Sikander,vishal,17,425.5,140,3.039285714
Muqaddar Ka Sikander,d.,1,0,0,0
Muqaddar Ka Sikander,darvesh,1,0,27,0
Muqaddar Ka Sikander,boy,3,136.6666667,78,1.752136752
Muqaddar Ka Sikander,dilawar,8,244.8333333,75,3.264444444
Muqaddar Ka Sikander,ramnath,11,632,94,6.723404255
Muqaddar Ka Sikander,man,1,48,6,8
Khatta Meetha,azad,0,307,204,1.504901961
Khatta Meetha,suhas,0,0,29,0
Khatta Meetha,sanjay,0,253.5,119,2.130252101
Khatta Meetha,father,0,20.23333333,56,0.361309524
Khatta Meetha,sachin,0,1387.766667,305,4.550054645
Khatta Meetha,man,0,343.1666667,33,10.3989899
Khatta Meetha,brother,0,391.8571429,55,7.124675325
Once Upon a Time in Mumbaai,wilson,23,920.1666667,305,3.016939891
Once Upon a Time in Mumbaai,father,2,94.53333333,65,1.454358974
Once Upon a Time in Mumbaai,sultan,33,965.1666667,294,3.282879819
Once Upon a Time in Mumbaai,khan,5,1163.166667,97,11.99140893
Once Upon a Time in Mumbaai,shoaib,42,1939.966667,453,4.282487123
Once Upon a Time in Mumbaai,man,4,233.6666667,53,4.408805031
Once Upon a Time in Mumbaai,mirza,18,1930.366667,211,9.148657188
Once Upon a Time in Mumbaai,boy,1,35.83333333,19,1.885964912
Once Upon a Time in Mumbaai,acp,3,175.6,71,2.473239437
Aisha,randhir,9,268,73,3.671232877
Aisha,singh,1,89.66666667,12,7.472222222
Aisha,arjun,9,275.1666667,98,2.807823129
Help,vic,13,615,160,3.84375
Help,aditya,7,341,87,3.91954023
Peepli Live,the,43,0,443,0
Peepli Live,natha,30,2580.25,338,7.63387574
Peepli Live,rakesh,7,321.3333333,98,3.278911565
Lafangey Parindey,nandu,3,0,20,0
Lafangey Parindey,one,1,349.5,23,15.19565217
Hello Darling,boss,2,147.5,20,7.375
Hello Darling,nikhil,3,0,31,0
Aashayein,actor,1,0,11,0
Aashayein,singer,1,30,7,4.285714286
Aashayein,rahul,44,935.2333333,446,2.096935725
Aashayein,shreyas,1,0,10,0
Aashayein,govinda,4,454.3,47,9.665957447
Aashayein,talpade,1,51,12,4.25
Satyam Shivam Sundaram,the,27,69,218,0.316513761
Satyam Shivam Sundaram,rajeev,13,93.33333333,89,1.048689139
Soch Lo,baba,13,451.1666667,82,5.50203252
Soch Lo,harry,4,120,40,3
Soch Lo,pali,3,0,17,0
Soch Lo,man,1,88,11,8
Shalimar,s.s.,0,0,0,0
Shalimar,raja,3,158,33,4.787878788
Shalimar,john,4,179,49,3.653061224
Shalimar,kumar,7,358,111,3.225225225
We Are Family,aman,11,207.3333333,150,1.382222222
The Film Emotional Atyachar,joe,2,125.6666667,24,5.236111111
The Film Emotional Atyachar,leslie,1,0,22,0
Tere Pyar Mein,boy,1,209.1666667,19,11.00877193
Tere Pyar Mein,ali,7,174.5,61,2.860655738
Dabangg,stepfather,7,66.83333333,46,1.452898551
Dabangg,father,7,510.1880952,161,3.168870157
Dabangg,dayal,3,0,17,0
Dabangg,chulbul,42,485.3333333,262,1.852417303
Dabangg,boy,1,142,22,6.454545455
Robot,bohra,11,1017.166667,137,7.424574209
Robot,vaseegaran,25,1210.333333,359,3.371402043
Robot,chitti,31,579,341,1.697947214
Trishna,vinod,7,151,52,2.903846154
Trishna,dr.,0,0,0,0
Trishna,sunil,3,59,44,1.340909091
Trishna,man,2,133.5,36,3.708333333
Anjaana Anjaani,kunal,6,80.66666667,37,2.18018018
Anjaana Anjaani,akash,28,360,252,1.428571429
Anjaana Anjaani,guard,3,19.5,15,1.3
Khichdi: The Movie,,0,0,0,0
Khichdi: The Movie,babuji,2,300,36,8.333333333
Khichdi: The Movie,sheth,1,349.3333333,29,12.04597701
Khichdi: The Movie,himanshu,14,1495.666667,172,8.695736434
Khichdi: The Movie,chandrakant,1,0,29,0
Khichdi: The Movie,praful,2,170.5,30,5.683333333
Trishul,father,2,166,21,7.904761905
Trishul,ravi,3,264,24,11
Trishul,raj,14,63,97,0.649484536
Trishul,gupta,2,137.1666667,44,3.117424242
Trishul,vijay,21,218.5,185,1.181081081
Trishul,balwant,4,95,39,2.435897436
Crook,suraj,0,2106.844444,282,7.47107959
Crook,jai,0,17,51,0.333333333
Crook,samarth,0,710.7333333,145,4.901609195
Crook,latti,0,103.6666667,13,7.974358974
Crook,romi,0,324.1666667,96,3.376736111
Tumhare Liye,prakash,8,8,48,0.166666667
