MOVIE NAME,CAST,MENTIONS,TOTAL CENTRALITY,COUNT,AVERAGE CENTRALITY
Prem Tapasya,mohan,19,387.8333333,179,2.166666667
Prem Tapasya,verma,1,42,13,3.230769231
Prem Tapasya,singh,1,90,27,3.333333333
Prem Tapasya,brother,4,233,42,5.547619048
Prem Tapasya,nandlal,2,0,27,0
Prem Tapasya,ashok,3,195,34,5.735294118
Rang Birangi,ravi,1,0,22,0
Rang Birangi,ajay,4,57,58,0.982758621
Romance,amar,2,166.5,21,7.928571429
Romance,son,8,28,16,1.75
Sadma,somu,11,605.5,127,4.767716535
Souten,shyam,4,55,48,1.145833333
Souten,man,2,161,20,8.05
Woh Saat Din,dr.,0,0,0,0
Woh Saat Din,prem,10,198,64,3.09375
Zara Si Zindagi,arun,1,80.66666667,14,5.761904762
Zara Si Zindagi,father,3,44,23,1.913043478
Zara Si Zindagi,punjabi,2,0,17,0
Zara Si Zindagi,rakesh,41,5176.395238,435,11.89975917
Zara Si Zindagi,actor,1,203,19,10.68421053
Zara Si Zindagi,tilak,4,205,65,3.153846154
Zara Si Zindagi,pratap,13,461.3333333,153,3.015250545
Zara Si Zindagi,amit,11,238,147,1.619047619
Zara Si Zindagi,man,1,351.1666667,63,5.574074074
Zara Si Zindagi,jaggu,1,0,12,0
Aakhri Sangram,raja,13,575,113,5.088495575
Aakhri Sangram,father,1,82,12,6.833333333
Abodh,shankar,13,246.7333333,84,2.937301587
Abodh,singh,1,95.66666667,17,5.62745098
Abodh,brother,1,12,5,2.4
Anand Aur Anand,arun,4,6,98,0.06122449
Anand Aur Anand,pratap,9,364,112,3.25
Anand Aur Anand,varun,4,163.8333333,57,2.874269006
Anand Aur Anand,boy,1,5,4,1.25
Andar Baahar,gulshan,5,155.4,36,4.316666667
Andar Baahar,raja,9,239,49,4.87755102
Andar Baahar,sahani,3,234.25,30,7.808333333
Andar Baahar,ravi,5,75,59,1.271186441
Andar Baahar,shera,11,418.5,76,5.506578947
Andar Baahar,inspector,8,181.5,69,2.630434783
Asha Jyoti,prasad,4,535.3333333,58,9.229885057
Asha Jyoti,father,5,133.9666667,41,3.267479675
Asha Jyoti,ramesh,12,276,87,3.172413793
Asha Jyoti,badri,11,1649,91,18.12087912
Asha Jyoti,seth,1,0,35,0
Asha Jyoti,chander,2,217.6666667,40,5.441666667
Asha Jyoti,deepak,31,1406.083333,341,4.123411535
Asha Jyoti,man,1,540.6666667,32,16.89583333
Awaaz,jayant,25,252.5,210,1.202380952
Awaaz,mulchand,11,366,94,3.893617021
Awaaz,amit,5,546.5,110,4.968181818
Awaaz,gupta,1,33,18,1.833333333
Awaaz,vijay,2,46,17,2.705882353
Bhavna,father,3,142.8333333,23,6.210144928
Bhavna,kapoor,2,96.5,17,5.676470588
Bhavna,man,2,102,10,10.2
Bhavna,ajay,11,35.33333333,91,0.388278388
Bindiya Chamkegi,brother,2,126,21,6
Boxer,son,0,15,3,5
Boxer,shankar,0,214.6666667,42,5.111111111
Boxer,shera,0,98.83333333,78,1.267094017
Boxer,boy,0,36,6,6
Dharm Aur Qanoon,dr.,0,0,0,0
Dharm Aur Qanoon,rahim,20,420.5,284,1.480633803
Dharm Aur Qanoon,kader,3,319,35,9.114285714
Dharm Aur Qanoon,tejaa,4,124,34,3.647058824
Dharm Aur Qanoon,diwan,29,960.7333333,261,3.680970626
Dharm Aur Qanoon,khan,6,158.6666667,85,1.866666667
Dharm Aur Qanoon,justice,6,84,53,1.58490566
Dharm Aur Qanoon,bashir,15,890.3333333,149,5.975391499
Dharm Aur Qanoon,rajan,9,193,93,2.075268817
Dharm Aur Qanoon,bhurre,1,166,29,5.724137931
Duniya,son,5,63.66666667,46,1.384057971
Duniya,mohan,24,0,219,0
Duniya,ravi,6,173,55,3.145454545
Duniya,puri,3,399.6666667,34,11.75490196
Duniya,bhandari,2,40,30,1.333333333
Duniya,jugal,3,181,48,3.770833333
Duniya,man,2,236,28,8.428571429
Duniya,kumar,14,1405.666667,208,6.758012821
Duniya,jagdish,1,342,12,28.5
Duniya,balwant,2,0,36,0
Ek Nai Paheli,man,1,85.33333333,30,2.844444444
Ek Nai Paheli,avinash,2,0,22,0
Gangvaa,zamindar,4,94.66666667,22,4.303030303
Haisiyat,man,1,70,15,4.666666667
Haisiyat,ram,7,0,80,0
Hanste Khelte,vijay,1,0,17,0
Hanste Khelte,rakesh,2,0,35,0
Holi,madan,3,263,45,5.844444444
Holi,singh,1,169.5,20,8.475
Inquilaab,amar,12,1264.333333,169,7.481262327
Inquilaab,sitaram,4,0,37,0
Inquilaab,son,1,50,7,7.142857143
Jaag Utha Insan,hari,8,191,70,2.728571429
Jaag Utha Insan,son,1,55.41666667,13,4.262820513
Jaag Utha Insan,nandu,12,1159.733333,151,7.680353201
John Jani Janardhan,gajju,3,162,45,3.6
John Jani Janardhan,janardhan,2,85,44,1.931818182
Kamla,jaisingh,6,0,73,0
Kasam Paida Karne Wale Ki,uday,8,0,10,0
Kasam Paida Karne Wale Ki,satish,14,766.1666667,101,7.585808581
Kasam Paida Karne Wale Ki,kasam,5,0,36,0
Kasam Paida Karne Wale Ki,udaybhan,8,110,57,1.929824561
Khandhar,subhash,1,40.66666667,15,2.711111111
Lakhon Ki Baat,prakash,7,134,71,1.887323944
Lakhon Ki Baat,sports,2,37,19,1.947368421
Lakhon Ki Baat,sagar,3,120,41,2.926829268
Lakhon Ki Baat,brother,1,152,13,11.69230769
Lorie,boy,1,158,14,11.28571429
Maqsad,tilak,5,27,49,0.551020408
Maqsad,rajeshwar,10,84,111,0.756756757
Maqsad,dhanraj,4,65,23,2.826086957
Maqsad,dharamraj,8,219,77,2.844155844
Mashaal,vinod,41,1619.25,399,4.058270677
Mashaal,s.k,0,0,0,0
Mashaal,vardhan,2,66,16,4.125
Mashaal,raja,25,600,292,2.054794521
Mashaal,s.k.,0,0,0,0
Mashaal,man,3,181.5,30,6.05
Mashaal,keshav,2,8,19,0.421052632
Mashaal,munna,1,198,28,7.071428571
Maya Bazaar,abhimanyu,9,267,80,3.3375
Maya Bazaar,krishna,9,612.5,102,6.004901961
Maya Bazaar,brother,1,48,9,5.333333333
Mohan Joshi Hazir Ho!,joshi,4,112.5,38,2.960526316
Naya Kadam,ramu,37,1711,513,3.335282651
Naya Kadam,srikant,10,11775.29981,148,79.56283656
Naya Kadam,gangu,15,1553.233333,179,8.677281192
Naya Kadam,jaggu,5,0,105,0
Naya Kadam,boy,1,335.6666667,25,13.42666667
Naya Kadam,madhukar,13,1220.166667,225,5.422962963
Paar,naurangia,5,125,43,2.906976744
Preet Na Jane Reet,father,7,387.6666667,82,4.727642276
Preet Na Jane Reet,boy,1,100,12,8.333333333
Preet Na Jane Reet,man,2,24.5,11,2.227272727
Purana Mandir,anand,3,135,36,3.75
Purana Mandir,thakur,4,279.1666667,52,5.368589744
Purana Mandir,father,2,40,22,1.818181818
Purana Mandir,son,2,127,27,4.703703704
Purana Mandir,ranvir,3,0,21,0
Purana Mandir,raja,10,289,160,1.80625
Purana Mandir,samri,32,763.5666667,275,2.776606061
Purana Mandir,sanga,7,694.5,86,8.075581395
Purana Mandir,durjan,4,140,43,3.255813953
Qaidi,suraj,7,822,131,6.27480916
Qaidi,yashpal,3,1059.042857,54,19.61190476
Qaidi,father,1,64.5,10,6.45
Qaidi,bansilal,4,1410.366667,57,24.74327485
Raaj Tilak,raaj,0,0,0,0
Rakta Bandhan,chandan,2,87,33,2.636363636
Saaransh,gajanan,7,205,136,1.507352941
Saaransh,chitre,2,85,18,4.722222222
Saaransh,b.v.,0,0,0,0
Saaransh,pandit,2,33,22,1.5
Saaransh,ajay,11,149,120,1.241666667
Sharaabi,kapoor,1,445,24,18.54166667
Sharaabi,man,1,132,12,11
Sharaabi,amarnath,5,312.5,86,3.63372093
Sharaabi,vicky,8,158.1666667,132,1.198232323
Sohni Mahiwal,shahzada,3,31,30,1.033333333
Sohni Mahiwal,izzat,6,473,43,11
Sunny,wealthy,8,0,76,0
Sunny,inderjeet,11,129.5,96,1.348958333
Tarang,rahul,0,152,83,1.831325301
Tarang,dinesh,0,124.5,44,2.829545455
Teri Bahon Mein,parikshit,3,0,23,0
Tohfa,man,1,100,12,8.333333333
Tohfa,ram,14,197,88,2.238636364
Utsav,man,1,38,8,4.75
Wanted: Dead or Alive,vikram,8,0,55,0
Yeh Desh,chandramohan,11,83,107,0.775700935
Zakhmi Sher,the,4,0,156,0
Zakhmi Sher,diligent,9,1031.166667,79,13.05274262
Zakhmi Sher,father,4,374.3333333,53,7.062893082
Zakhmi Sher,man,3,1964.466667,32,61.38958333
Zakhmi Sher,vijay,10,11,171,0.064327485
Aaj Ka Dada,man,2,800,40,20
Aakhir Kyon?,kabir,15,1402.683333,216,6.493904321
Aakhir Kyon?,alok,5,2,79,0.025316456
Adventures of Tarzan,father,1,72,21,3.428571429
Adventures of Tarzan,tarzan,9,184,100,1.84
Aitbaar,sagar,6,261,79,3.303797468
Aitbaar,man,2,135.3333333,26,5.205128205
Aitbaar,vikramjit,2,5,15,0.333333333
Aitbaar,jaideep,10,162.6666667,98,1.659863946
Alag Alag,dr.,0,0,0,0
Alag Alag,man,2,331,56,5.910714286
Alag Alag,brother,1,4.5,5,0.9
Alag Alag,neeraj,16,420.6666667,161,2.612836439
Ameer Aadmi Gharib Aadmi,subhash,1,0,13,0
Ankahee,son,0,34.06666667,31,1.098924731
Ankahee,father,0,167,69,2.420289855
Ankahee,nandu,0,133,63,2.111111111
Ankahee,indian,0,48,105,0.457142857
Arjun,son,1,136,13,10.46153846
Arjun,rane,1,76,14,5.428571429
Arjun,trivedi,10,1010.166667,128,7.891927083
Arjun,chowgule,14,999.1666667,164,6.092479675
Arjun,mohan,1,4,3,1.333333333
Arjun,ravi,3,133,31,4.290322581
Arjun,mr.,0,0,0,0
Arjun,inspector,2,0,24,0
Arjun,man,2,42,16,2.625
Arjun,malvankar,2,46,30,1.533333333
Arjun,arjun,39,1595.166667,438,3.641933029
Awara Baap,seth,4,0,13,0
Awara Baap,son,3,524.3333333,66,7.944444444
Awara Baap,bihari,4,0,79,0
Awara Baap,father,4,104.5,29,3.603448276
Awara Baap,raj,74,2533.166667,681,3.719774841
Awara Baap,gopal,13,237.5,213,1.115023474
Awara Baap,boy,2,90,13,6.923076923
Awara Baap,vijay,13,2130.25,173,12.31358382
Babu,man,1,122.5,20,6.125
Babu,babu,8,452,74,6.108108108
Balidaan,inspector,0,0,26,0
Balidaan,prem,0,0,11,0
Balidaan,vijay,0,1683.42381,241,6.985161035
Bepanaah,son,1,44.5,7,6.357142857
Bewafai,ashok,9,64,70,0.914285714
Bhago Bhut Aaya,rai,12,479,64,7.484375
Bhago Bhut Aaya,jagjit,5,148,45,3.288888889
Dekha Pyar Tumhara,vishal,6,92,59,1.559322034
Dekha Pyar Tumhara,man,1,317.5,24,13.22916667
Ek Se Bhale Do,balram,3,0,13,0
Ek Se Bhale Do,david,5,47,59,0.796610169
Ek Se Bhale Do,bunty,7,63.5,79,0.803797468
Faasle,son,3,0,19,0
Faasle,vikram,3,0,35,0
Faasle,father,1,0,15,0
Faasle,man,1,48,13,3.692307692
Faasle,vijay,2,0,36,0
Geraftaar,khanna,4,438,45,9.733333333
Geraftaar,ranjit,16,423.3333333,185,2.288288288
Geraftaar,hussein,24,739.1666667,239,3.092747559
Geraftaar,father,9,338.3333333,109,3.103975535
Geraftaar,kapil,5,19,34,0.558823529
Geraftaar,man,1,15,7,2.142857143
Geraftaar,brother,7,140.8333333,51,2.761437908
Geraftaar,vijay,14,657.1666667,82,8.014227642
Ghar Dwaar,dhanraj,1,0,19,0
Ghulami,ranjit,34,2358.05,327,7.21116208
Ghulami,father,5,262.8666667,87,3.021455939
Haqeeqat,suraj,1,0,6,0
Haqeeqat,pandey,1,320,17,18.82352941
Haqeeqat,inspector,5,0,58,0
Haqeeqat,arjun,2,0,33,0
Hoshiyar,malpani,7,254.65,52,4.897115385
Hoshiyar,man,1,2175.15,63,34.52619048
Hoshiyar,rajesh,11,1233.5,206,5.987864078
Hoshiyar,rakesh,6,123.1333333,133,0.925814536
Hoshiyar,dhartiraj,10,2594.397619,150,17.29598413
Hum Dono,dr.,0,0,0,0
Hum Dono,raja,2,0,11,0
Hum Naujawan,the,6,0,41,0
Hum Naujawan,professor,3,0,36,0
Hum Naujawan,hans,2,41,20,2.05
Insaaf Main Karoonga,khanna,2,127,18,7.055555556
Insaaf Main Karoonga,ravi,28,1042.166667,198,5.263468013
Insaaf Main Karoonga,khan,2,79.33333333,28,2.833333333
Insaaf Main Karoonga,captain,4,68,106,0.641509434
Jhoothi,alpana,2,70,19,3.684210526
Jhoothi,brother,2,97,24,4.041666667
Khamosh,vachchani,7,642,54,11.88888889
Khamosh,actor,1,5,5,1
Khamosh,azmi,4,135,71,1.901408451
Khamosh,kapoor,5,143,42,3.404761905
Khamosh,man,1,4,5,0.8
Khamosh,brother,5,199.3333333,49,4.068027211
Khamosh,pankaj,2,92,9,10.22222222
Lava,man,1,82.5,16,5.15625
Maa Kasam,dharma,0,24,27,0.888888889
Maa Kasam,son,0,154,16,9.625
Maa Kasam,man,0,122,19,6.421052632
Mard,bahadur,1,10,6,1.666666667
Mard,harry,21,673.8333333,194,3.473367698
Mard,father,6,128,39,3.282051282
Mard,raju,47,909.8,380,2.394210526
Mard,general,6,0,59,0
Mard,son,3,18,21,0.857142857
Mard,raja,34,480.4333333,371,1.294968553
Massey Sahib,adam,5,155,49,3.163265306
Massey Sahib,massey,14,215.1666667,122,1.763661202
Massey Sahib,francis,7,125.6666667,61,2.06010929
Mera Saathi,shyam,9,14347.65158,77,186.3331375
Mera Saathi,das,4,1933.652935,93,20.79196705
Mera Saathi,ranga,28,10003.59457,194,51.56492047
Meri Jung,dr.,0,0,0,0
Meri Jung,father,6,230.3333333,52,4.429487179
Meri Jung,arun,35,748,404,1.851485149
Meri Jung,mathur,14,408,128,3.1875
Meri Jung,thakral,19,480.5,188,2.555851064
Meri Jung,son,4,68,42,1.619047619
Meri Jung,vikram,8,75,73,1.02739726
Mirch Masala,school,2,4.5,35,0.128571429
Mirch Masala,abu,17,860.6666667,151,5.699779249
Mirch Masala,mian,9,536.3333333,133,4.032581454
Mirch Masala,man,2,844,44,19.18181818
Mirch Masala,village,11,423.4833333,121,3.499862259
Mirch Masala,brother,1,87.66666667,14,6.261904762
Mohabbat,choudhury,6,381.5166667,89,4.28670412
Mohabbat,shekhar,15,175.1666667,133,1.317042607
Nasoor,hira,4,106,38,2.789473684
Nasoor,sunil,7,254,92,2.760869565
Nasoor,father,2,42,17,2.470588235
Nasoor,chastened,1,0,10,0
Nasoor,dr,4,53,29,1.827586207
Pataal Bhairavi,ramu,6,1311.478338,148,8.861340122
Pataal Bhairavi,husair,6,1610.933333,92,17.51014493
Pataal Bhairavi,maharaj,27,260924.6114,167,1562.422823
Pyar Jhukta Nahin,bhanu,14,79,139,0.568345324
Pyar Jhukta Nahin,man,1,10,4,2.5
Pyar Jhukta Nahin,ajay,25,715.3333333,184,3.887681159
Pyari Behna,kali,2,43,24,1.791666667
Pyari Behna,vinay,3,37,22,1.681818182
Pyari Behna,kaali,3,68,19,3.578947368
Ram Tere Kitne Nam,tej,3,0,70,0
Ram Tere Kitne Nam,man,2,604.95,38,15.91973684
Ram Tere Kitne Nam,ram,3,0,62,0
Ram Teri Ganga Maili,sahay,2,150,39,3.846153846
Ram Teri Ganga Maili,narendra,8,102.3333333,82,1.24796748
Ram Teri Ganga Maili,man,2,1327.166667,49,27.08503401
Rehguzar,lyricist,8,477,62,7.693548387
Rehguzar,shekhar,8,18,71,0.253521127
Saagar,raja,4,29.5,26,1.134615385
Saagar,ravi,4,37,38,0.973684211
Sanjog,narain,0,60,51,1.176470588
Sarfarosh,buddhiram,1,56,55,1.018181818
Sarfarosh,dharmadhikari,1,0,16,0
Teri Meherbaniyan,sardari,5,510,66,7.727272727
Teri Meherbaniyan,gopi,5,322.3333333,60,5.372222222
Teri Meherbaniyan,thakur,13,338,122,2.770491803
Teri Meherbaniyan,father,1,48,7,6.857142857
Teri Meherbaniyan,man,2,122.5,22,5.568181818
Teri Meherbaniyan,singh,3,217,41,5.292682927
Teri Meherbaniyan,munim,5,218,59,3.694915254
Teri Meherbaniyan,ram,14,448,176,2.545454545
Uttarayan,raghu,3,246,35,7.028571429
Uttarayan,father,1,0,22,0
Uttarayan,rajadhyaksha,1,52,29,1.793103448
Uttarayan,brother,1,20.5,15,1.366666667
Wafadaar,sager,2,0,15,0
Wafadaar,father,1,9,4,2.25
Yudh,son,0,42,8,5.25
Yudh,bhargav,0,127.3333333,54,2.358024691
Yudh,vikram,0,2,80,0.025
Yudh,inspector,0,38.66666667,66,0.585858586
Yudh,gama,0,12,93,0.129032258
Yudh,junior,0,130.5,46,2.836956522
Yudh,avinash,0,986,84,11.73809524
Zabardast,son,4,445,29,15.34482759
Zabardast,sunder,6,653.5,82,7.969512195
Zabardast,balram,7,171.6666667,88,1.950757576
Zabardast,ratan,4,216.5,52,4.163461538
Zabardast,ramesh,6,236.8333333,78,3.036324786
Zamana,vinod,0,0,46,0
Zamana,father,0,45,33,1.363636364
Zamana,ravi,0,4,14,0.285714286
Zamana,man,0,0,0,0
Zamana,brother,0,94,8,11.75
Baahubali 2: The Conclusion,mahendra,7,0,72,0
Baahubali 2: The Conclusion,king,13,899.5,127,7.082677165
Baahubali 2: The Conclusion,father,3,273,51,5.352941176
Baahubali 2: The Conclusion,kattappa,10,379.5,135,2.811111111
Baahubali 2: The Conclusion,bhallaladeva,16,295,201,1.467661692
Baahubali 2: The Conclusion,son,2,104.6666667,18,5.814814815
Baahubali 2: The Conclusion,kumara,1,0,11,0
Baahubali 2: The Conclusion,amarendra,31,1314.333333,266,4.941102757
Baahubali 2: The Conclusion,baby,3,21.5,29,0.74137931
Baahubali 2: The Conclusion,baahubali,11,342.3333333,134,2.554726368
Raees,,0,0,0,0
Raees,jairaj,0,204.6666667,43,4.759689922
Raees,majmudar,0,488.25,145,3.367241379
Raees,musa,0,0,18,0
Raees,gujarat,0,0,27,0
Raees,boy,0,4,3,1.333333333
Raees,raees,0,1943.166667,456,4.261330409
Raees,nawab,0,0,11,0
Raees,musabhai,0,65.33333333,13,5.025641026
Jolly LLB 2,suryaveer,4,0,66,0
Jolly LLB 2,mathur,4,406.3333333,53,7.666666667
Jolly LLB 2,lucknow,5,368,63,5.841269841
Jolly LLB 2,inspector,4,0,57,0
Jolly LLB 2,advocate,3,285.1666667,61,4.674863388
Jolly LLB 2,kumar,3,361.3333333,52,6.948717949
Jolly LLB 2,rizvi,4,0,21,0
Jolly LLB 2,the,51,0,368,0
Jolly LLB 2,iqbal,6,60,111,0.540540541
Jolly LLB 2,singh,8,1204.666667,123,9.79403794
Jolly LLB 2,jolly,22,605.5,344,1.760174419
Jolly LLB 2,ram,3,0,52,0
Badrinath Ki Dulhania,badrinath,70,0,13,0
Badrinath Ki Dulhania,father,11,542.7333333,131,4.143002545
Badrinath Ki Dulhania,alok,12,243,113,2.150442478
Badrinath Ki Dulhania,badri,70,2223.283333,596,3.730341163
Kaabil,,0,0,0,0
Kaabil,rohan,40,1176.333333,391,3.008525149
Kaabil,chaubey,7,391.6666667,113,3.466076696
Kaabil,officer,3,0,74,0
Kaabil,wasim,8,294.8333333,70,4.211904762
Kaabil,madhavrao,6,15,53,0.283018868
Kaabil,it,3,109,38,2.868421053
Kaabil,man,2,290,23,12.60869565
Kaabil,he,0,0,0,0
Hindi Medium,son,0,121,27,4.481481481
Hindi Medium,piya,0,163.5,70,2.335714286
Hindi Medium,shyam,0,753.1666667,160,4.707291667
Hindi Medium,father,0,226.8333333,19,11.93859649
Hindi Medium,mohan,0,10.5,10,1.05
Hindi Medium,raj,0,1431.333333,582,2.459335624
Hindi Medium,man,0,718.1666667,62,11.58333333
Aag Hi Aag,army,2,0,18,0
Aag Hi Aag,bahadur,5,0,63,0
Aag Hi Aag,sher,8,0,51,0
Aag Hi Aag,father,1,35,7,5
Aag Hi Aag,raghuveer,7,0,31,0
Half Girlfriend (film),jha,3,144.6666667,31,4.666666667
Half Girlfriend (film),bill,30,363.8333333,224,1.624255952
Half Girlfriend (film),madhav,34,601,211,2.848341232
Aaj,akshay,0,346,72,4.805555556
Aaj,man,0,46,15,3.066666667
Aaj,boy,0,68,13,5.230769231
Naam Shabana,tony,9,86,80,1.075
Naam Shabana,mikhail,11,426,92,4.630434783
Naam Shabana,ranvir,4,0,35,0
Naam Shabana,father,1,70.375,10,7.0375
Naam Shabana,singh,5,558,52,10.73076923
Phillauri (film),kanan,4,689.1333333,117,5.89002849
Phillauri (film),lal,10,973.5,227,4.288546256
Phillauri (film),roop,14,138,213,0.647887324
Phillauri (film),man,2,216,74,2.918918919
Phillauri (film),brother,6,1256.166667,168,7.47718254
Apne Apne,samrat,2,96,31,3.096774194
Apne Apne,ravi,19,283.3333333,186,1.523297491
Aulad,anand,10,160,120,1.333333333
OK Jaanu,gopi,0,448,66,6.787878788
OK Jaanu,adi,0,56,100,0.56
Awam (film),amar,9,246,82,3
Awam (film),kumar,1,63,13,4.846153846
Awam (film),ram,3,0,26,0
Haramkhor,shyam,28,1034,192,5.385416667
Haramkhor,father,4,418.1666667,47,8.897163121
Coffee with D,arnab,21,1389,214,6.490654206
Coffee with D,d,18,326,128,2.546875
Coffee with D,roy,1,59,17,3.470588235
Runningshaadi.com,,0,0,0,0
Runningshaadi.com,father,3,91.5,26,3.519230769
Runningshaadi.com,man,2,135,19,7.105263158
Runningshaadi.com,bharose,32,1565.75,306,5.116830065
The Ghazi Attack,razak,0,456,107,4.261682243
The Ghazi Attack,ghazi,0,875.6666667,330,2.653535354
The Ghazi Attack,lt.,0,0,0,0
The Ghazi Attack,captain,0,13,49,0.265306122
The Ghazi Attack,singh,0,564,129,4.372093023
The Ghazi Attack,devraj,0,407.8333333,80,5.097916667
The Ghazi Attack,arjun,0,553.5,172,3.218023256
Irada,man,0,331,32,10.34375
Dak Bangla,son,2,127,19,6.684210526
Dak Bangla,raj,8,261.8333333,107,2.447040498
Dak Bangla,man,2,358.1666667,27,13.2654321
Dak Bangla,ajay,24,810.5,223,3.634529148
Dak Bangla,shakal,5,24,28,0.857142857
Rangoon,harding,0,768.5,214,3.591121495
Rangoon,malik,0,3256.966667,378,8.616313933
Rangoon,williams,0,45,48,0.9375
Rangoon,jemadar,0,0,48,0
Rangoon,mema,0,99,53,1.867924528
Daku Hasina,saxena,2,155,48,3.229166667
Dance Dance,ramu,0,39,118,0.330508475
Dance Dance,shyam,0,217,39,5.564102564
Dance Dance,resham,0,54,26,2.076923077
Dance Dance,man,0,50,8,6.25
Dance Dance,singh,0,62,24,2.583333333
Daraar,hari,4,0,28,0
Daraar,vikram,23,367,179,2.05027933
Daraar,raj,20,313.5,131,2.393129771
Aa Gaya Hero,varma,3,451,69,6.536231884
Aa Gaya Hero,acp,3,0,75,0
Trapped,shaurya,0,467.3333333,179,2.610800745
Machine,father,0,307.6666667,37,8.315315315
Machine,balraj,0,0,12,0
Machine,raj,0,189,46,4.108695652
Mukti Bhawan,son,3,1144.333333,67,17.07960199
Mukti Bhawan,father,7,416.7333333,110,3.788484848
Mukti Bhawan,daya,3,0,79,0
Mukti Bhawan,man,1,197,32,6.15625
Mukti Bhawan,rajiv,20,157.0666667,159,0.987840671
Mukti Bhawan,vimla,1,19,5,3.8
Saanjh,father,1,42,25,1.68
Begum Jaan,salim,2,50.91666667,23,2.213768116
Begum Jaan,kabir,9,501,87,5.75862069
Begum Jaan,master,2,80,37,2.162162162
Begum Jaan,illiyas,3,594.5333333,34,17.48627451
Begum Jaan,man,1,0,0,0
Himmat Aur Mehanat,madan,4,306.8333333,65,4.720512821
Himmat Aur Mehanat,son,4,536.6666667,67,8.009950249
Himmat Aur Mehanat,vijay,4,0,64,0
Hukumat,son,1,64,10,6.4
Hukumat,arjun,10,97,94,1.031914894
Sarkar 3,sarkar,36,468.6666667,260,1.802564103
Sarkar 3,gokul,11,1734.333333,126,13.76455026
Sarkar 3,vallya,7,4,51,0.078431373
Sarkar 3,deshpande,5,86,42,2.047619048
Ijaazat,mahender,47,1331,402,3.310945274
Ijaazat,man,2,25,7,3.571428571
Thodi Thodi Si Manmaaniyan,siddharth,8,224,62,3.612903226
Thodi Thodi Si Manmaaniyan,father,1,9,4,2.25
Thodi Thodi Si Manmaaniyan,boy,1,86,15,5.733333333
Imaandaar,father,3,170.3333333,29,5.873563218
Imaandaar,vijay,10,108.5,53,2.047169811
Imaandaar,raju,6,57,47,1.212765957
Inaam Dus Hazaar,kamal,22,114,188,0.606382979
Inaam Dus Hazaar,narottam,13,178,107,1.663551402
Inaam Dus Hazaar,luca,7,28,49,0.571428571
Inaam Dus Hazaar,captain,7,143,79,1.810126582
Hanuman Da' Damdaar,son,2,42,15,2.8
Hanuman Da' Damdaar,boy,1,12,4,3
Hanuman Da' Damdaar,god,5,24.5,40,0.6125
Sweetiee Weds NRI,sweetiee,4,25,52,0.480769231
Sweetiee Weds NRI,man,1,73,7,10.42857143
Insaf Ki Pukar,lal,7,2252.5,99,22.75252525
Insaf Ki Pukar,dhanny,3,0,68,0
Insaf Ki Pukar,manohar,11,1496.15,147,10.17789116
Insaf Ki Pukar,ajay,10,1312.833333,176,7.459280303
Insaf Ki Pukar,jagan,3,0,17,0
Insaf Ki Pukar,vijay,9,89,152,0.585526316
Raabta,shiv,0,1815.5,388,4.679123711
Raabta,zakir,0,193,156,1.237179487
Raabta,jilaan,0,195.5,52,3.759615385
Raabta,kaabir,0,59,74,0.797297297
Itihaas,kalicharan,0,137.5,37,3.716216216
Itihaas,son,0,294.6666667,26,11.33333333
Itihaas,alexander,0,12,27,0.444444444
Itihaas,man,0,24,13,1.846153846
Itihaas,singh,0,17,36,0.472222222
Itihaas,vijay,0,17.83333333,21,0.849206349
Itihaas,rakesh,0,0,12,0
Jaan Hatheli Pe,soni,14,209.8333333,117,1.793447293
Jaan Hatheli Pe,father,2,46,17,2.705882353
Jaan Hatheli Pe,man,1,26,9,2.888888889
G Kutta Se,man,2,247,30,8.233333333
G Kutta Se,boy,1,145,16,9.0625
Guest Iin London,kartik,4,0,30,0
Jalwa,albert,2,93,32,2.90625
Jalwa,kapil,5,30,66,0.454545455
Jalwa,brother,1,71,13,5.461538462
Jhanjhaar,bahadur,3,76,29,2.620689655
Kaash,ritesh,15,1013.866667,121,8.379063361
Kalyug Aur Ramayan,manoj,1,0,10,0
Kalyug Aur Ramayan,hanuman,3,10,25,0.4
Bareilly Ki Barfi,ayushmann,2,0,19,0
Munna Michael,man,1,177.1666667,23,7.702898551
Khudgarz,amar,18,1084.666667,258,4.204134367
Khudgarz,bhushan,5,380.3333333,91,4.179487179
Khudgarz,sudhir,28,407.3333333,246,1.655826558
Khudgarz,bihar,6,213,54,3.944444444
Khudgarz,bihari,25,506,243,2.082304527
Khudgarz,father,2,62,20,3.1
Khudgarz,man,1,11.5,14,0.821428571
Khudgarz,boy,1,586.5,36,16.29166667
Khudgarz,brij,7,76.5,92,0.831521739
Mubarakan,kapoor,2,81,16,5.0625
Mubarakan,arjun,1,0,16,0
Loha,amar,0,951.1666667,104,9.145833333
Loha,qasim,0,117.5,42,2.797619048
Loha,prasad,0,203.3333333,21,9.682539683
Loha,bandit,0,39.5,9,4.388888889
Loha,sher,0,0,27,0
Loha,dayal,0,41.5,28,1.482142857
Loha,inspector,0,0,22,0
Loha,singh,0,95.5,30,3.183333333
Madadgaar,anand,4,232,59,3.93220339
Madadgaar,sunita,6,166,51,3.254901961
Madadgaar,gupta,4,153.25,50,3.065
Majaal,vijay,10,53,81,0.654320988
Marte Dam Tak,rane,2,38,26,1.461538462
Marte Dam Tak,jai,3,69.5,55,1.263636364
